rate,votes,location,rest_type,dish_liked,cuisines,approx_cost(for two people),menu_item
4.1/5,46,JP Nagar,Cafe,"Pasta, Sandwiches","Cafe, Sandwich, Burger",600,"['Veg Alfredo Pasta', 'Chicken Verde Pasta', 'French Toast', 'Peri Peri Chicken Strips', 'Lam Bullets', 'The Red Wedding Veg Soup', 'Mush Take Veg Soup', 'L C C Chicken Soup', 'Veggies and Fruits Salad', 'Sprouts Salad', 'Grilled Chicken Salad', 'Da Firangi Veg Burger', 'Maa ka Pav Veg Burger', 'Quick Gun Murugan Veg Burger', 'Katekar Veg Burger', 'Keema ki Veg Paneer Burger', 'Da Firangi Chicken Burger', 'Maa kaPav Chicken Burger', 'Quick Gun Murugan Chicken Burger', 'Katekar Chicken Burger', 'Keema ki Chicken Burger', 'Heisen Chicken Burger', 'Pulled Mutton Burger', 'Weight Watchers Sandwich', 'Bombay Special Sandwich', 'Shroom Sandwich', 'Namma Sandwich', 'Single Barrel Sandwich', 'MOLT Sandwich', 'Veg Arrabiata Pasta', 'Veg Alfredo Pasta', 'Veg Verde Pasta', 'Veg Masta Pasta', 'Veg Roasted Pumpkin Pasta', 'Chicken Arrabiata Pasta', 'Chicken Alfredo Pasta', 'Chicken Verde Pasta', 'Chicken Masta Pasta', 'Chicken Roasted Pumpkin Pasta', 'Vegetable Hotpot', 'Chicken in Lemon Parsley', 'Lamblast', 'Bhurji Pav', 'Bread Omelette', 'French Toast', 'Scram', 'Boiled Veggies', 'Peanut Butter Pupcake', 'Boiled Egg', 'Boiled Chicken', 'Garlic Fries', 'Garlic Bread with Cheese', 'Dynabites', 'Paneer Pops', 'Firangi Tikkis', 'Peri Peri Chicken Strips', 'Railway Chicken Cutlets', 'Crunchy Chicken', 'Lam Bullets', 'Sausage Fries', 'Hot Chocolate', 'Lemon Iced Tea', 'Peach Iced Tea', 'Lemon Mint Cooler', 'Strawberry Mojito', 'Breat the Blues Cooler', 'Throwback Cooler', 'Cold Coffee Shake', 'Bourbon Shake', 'Dairy Milk Shake', 'Brownie Shake', 'Passion Fruit and Peach Shake', 'Banana Oats Shake']"
4.0/5,129,JP Nagar,Cafe,"Mayo Sandwich, Pasta, Egg Sandwich, Coffee, Potato Wedges, Vegetable Noodles, Fries","Cafe, Continental",600,[]
3.9/5,727,JP Nagar,Cafe,"Coffee, Pizza, Nachos, Kit Kat Shake, Garlic Bread, Mexican Rice, Burgers","Cafe, Continental, North Indian",800,"['BBQ Cottage Cheese Sizzler', 'Veg Mezzah Platter', 'Penne White Sauce', 'Penne Red Sauce', 'Mexican Rice', 'Great Wall of China Sizzler', 'Italian Sizzler', 'Grilled Veg Sizzler', 'BBQ Cottage Cheese Sizzler', 'Chinese Platter', 'French Onion Soup', 'Cream of Tomato Soup', 'Cream of Mushroom Soup', 'Veg Sweet Corn Soup', 'Abogoda Soup', 'Italian Corn Soup', 'Vegtalmon Soup', 'Russian Salad', 'Caeser Salad', 'Penne Corn Salad', 'Green Apple Feta Cheese Salad', 'Chinese Burma Chilly Salad', 'Kimchi Salad', 'German Potato Salad', 'Paneer Pineapple Tikka', 'Bharamb Khumb', 'Baked Seasoned Ricotta', 'Spinach and Feta Cheese Briouats', 'Assorted Crostini', 'Crumb Fried Stuffed Mushroom', 'Veg Mezzah Platter', 'Chilli Peanut Crusted Camber', 'Cheesy Balls', 'French Fries', 'Veg Bruschetta', 'Dal Tadka', 'Dal Makhni', 'Paneer Butter Masala', 'Kadai Paneer', 'Palak Paneer', 'Paneer Punjabi', 'Veg Patiala', 'Lasagna of Summer Vegetables', 'Risotto with Cream of Mushroom', 'Grilled Cottage Cheese and Spinach Milll Filli', 'Potato and Red Onion Roesti', 'Mushroom and Pak Choi Crepes', 'Veg Manchurian', 'Paneer Manchurian', 'Mushroom Manchurian', 'Mushroom Chilli', 'Paneer Chilli', 'Baby Corn Manchurian', 'Baby Corn Chilli', 'Gobi Chilli', 'Gobi Manchurian', 'Golden Fried Baby Corn', 'BBQ Baby Corn', 'Veg Spring Roll', 'Cheese Spring Roll', 'Maggie Masala', 'Veg Fried Rice', 'Paneer Fried Rice', 'Italian Rice', 'Mexican Rice', 'Bell Pepper with Salsa', 'Saute Cottage Cheese', 'Spicy Mexican Panini', 'Italian Sandwich', 'Veg Cheese Grill', 'Veg Club Sandwich', 'Veg Grill Burger', 'Cottage Cheese Burger', 'Hula Hula Hawaiian Pizza', 'BBQ Cheese Pizza', 'Spanish Corn Pizza', 'Mudpipe Special Pizza', 'Chilli Paneer Pizza', 'Cheese Pizza', 'Foot Long Pizza', 'Penne White Sauce', 'Penne Red Sauce', 'Spaghetti Noodles Red Sauce', 'Spaghetti Noodles White Sauce', 'Mexican Gravy', 'Phulka', 'Ghee Rice', 'Jeera Rice', 'Veg Biryani', 'Paneer Biryani', 'Veg Pulav', 'Palak Rice', 'Pineapple Raitha', 'Boondi Raitha', 'Mix Veg Raitha', 'Masala Papad', 'Watermelon Delight', 'Sizzling Brownie', 'Panna Cotta', 'Mix Fruit Ice Cream Nuts', 'Kit Kat Milkshake', 'Strawberry Milkshake', 'Snicker Bar Milkshake', 'Vanilla Milkshake', 'Oreo Milkshake', 'Blackforest Milkshake', 'Hot Chocolate Fudge Milkshake', 'Fresh Lime', 'Water Melon Juice', 'Pineapple Juice', 'Mango Milkshake', 'Country Lemonade', 'Pink Lemonade', 'Lemon Ice Tea', 'Peach Ice Tea', 'Chocolate Milkshake', 'Mud Shake', 'Chocolate Soda', 'Mango Smoothie', 'Black Current Milkshake', 'Gold Berry', 'Butter Scotch Milkshake', 'Red Bull', 'Hot Coffee', 'Masala Tea']"
4.1/5,521,JP Nagar,Cafe,"Pizza, Salads, Pasta, Sandwiches, Veg Quiche, Coffee, Tea","Cafe, Continental, Italian",550,[]
4.1/5,203,JP Nagar,"Quick Bites, Cafe","Burgers, Mojito, Lamb Burger, French Fries, Hot Dog, Bbq Burger, Wedges","Cafe, Burger, Beverages",650,"['American Cheese Hotdog', 'Mexican Spicy Hotdog', 'Sunny Side Hot Dog', 'Basa Fillet Burger', 'Panco Prawn Burger', 'Prawn Platter', 'Whole Crab Burger', 'Grilled Combo Non Veg', 'Grilled Combo Veg', 'Bigg Combo Non - Veg', 'Bigg Combo Veg', 'Dogg Combo Non-Veg', 'Dogg Combo Veg', 'Value Combo Non-Veg', 'Value Combo Veg', 'Add On Combo(Mojito + Fries)', 'Mexican Herb Burger', 'Smoked BBQ Burger', 'Chicken Afghani', 'Paneer Twisted Burger', 'Grilled Mushroom Burger', 'Veg Exotic Burger', 'American Cheese Burger', 'African Peri Peri', 'Tandoori Fillet Burger', 'American Smoked BBQ Lamb Burger', 'Indian Lamb Burger', 'African Peri Peri Lamb', 'Afghani Tandoor Burger', 'Peri Peri Lamb Burger', 'Peri Peri Chicken Burger', 'Peri Peri Paneer Burger', 'Cuban Classic', 'Niagra Lime', 'Lime n Mint', 'Blue Heaven', 'Breve Malt', 'Strawberry Bliss', 'Berry Shake', 'Choco Brownie', 'Choco Pie', 'Choco Shake', 'Cold Coffee', 'Kitkat Shake', 'Oreo Shake', 'Red Velvet Shake', 'Cheesy Fries', 'Chicken Topped Fries', 'French Fries', 'Paneer Topped Fries', 'Peri Peri Fries', 'Tandoori Fries', 'Cheesy Wedges', 'Peri Peri Wedges', 'Potato Wedges', 'Chicken Tandoori Panini', 'Classic Mushroom Panini', 'Tandoori Paneer Panini', 'Cheese and Corn Platter', 'Finger Sticker', 'Nuggets', 'Paneer Finger', 'Tandoori Paneer Satay', 'Crunch Beam', 'Baked Beamer', 'Crispy Patty', 'Chicken Finger Burger', 'Potato Krunch Burger', 'Veg Finger Burger', 'Addon Cheese Slice', 'Extra Chicken Patty', 'Extra Grilled Chicken Patty', 'Extra Lamb Patty', 'Extra Potato Patty', 'Extra Veg Patty', 'Water Bottle']"
4.4/5,4381,JP Nagar,"Casual Dining, Cafe","Chicken Alfredo Pizza, Coffee Mousse, Chicken Calzone, Banana Smoothie, Butter Chicken Pizza, Chocolate Pizza, Chicken Tikka Pizza","Pizza, Cafe, Italian",600,"['French Fries', 'Crispy Chicken with Bbq Sauce', 'Fish Fingers', 'Farm House Special Pizza', 'Mexican Veg Delight Pizza', 'Pizza Florentine', 'Spinach and Paneer Pizza', 'Sweet Corn and Pineapple and Cheese Pizza', 'Barbeque Chicken Pizza', 'Cream Roasted Chicken Pizza', 'Crispy Chicken Calzone Pizza', 'Chicken Stuffed Crust Margherita Pizza', 'Pepperoni Pizza', 'Tomato Delight Bruschetta', 'French Fries', 'Herbed Wedges', 'Stuffed Veg Potato Croquette', 'Veg Crispies', 'Herbed Mushroom Bruschetta', 'Jalapeno Poppers', 'Mexican Hot and Spice Nachos', 'Paneer Tikka Skewer', 'Crispy Chicken with Bbq Sauce', 'Chicken Tikka Skewer', 'Green Chilli Roasted Chicken Bruschetta', 'Hickory Wings', 'Fish Fingers', 'Lemon Cilantro Fish Skewer', 'Fish Cake with Pineapple Salsa', 'Achari Paneer Pizza', 'Caramelized Onion and Mushroom Pizza', 'Chaat Pizza', 'Cream Roasted Veggies Pizza', 'Double Cheese Mushroom Pizza', 'Farm House Special Pizza', 'Margherita and Bell Peppers Pizza', 'Margherita and Sauteed Mushrooms Pizza', 'Margherita and Sauteed Onions Pizza', 'Margherita and Sweet Corn Pizza', 'Margherita Pizza', 'Mexican Veg Delight Pizza', 'Palak Paneer Pizza', 'Paneer Tikka Pizza', 'Pizza Florentine', 'Spinach and Paneer Pizza', 'Sweet Corn and Pineapple and Cheese Pizza', 'Cheese Stuffed Crust Margherita Pizza', 'Margherita and Chicken Sausages Pizza', 'Margherita and Chicken Bolognese Pizza', 'Chicken Tikka Pizza', 'Chicken, Pineapple and Jalapeno Pizza', 'Barbeque Chicken Pizza', 'Honey Mustard Chicken Pizza', 'Green Chilli Roasted Chicken Pizza', 'Cream Roasted Chicken Pizza', 'Malai Chicken Pizza', 'Lemon Cilantro Chicken Pizza', 'Schezwan Chicken Pizza', 'Chicken Meat Ball Margherita Pizza', 'Chicken Bacon Prawns Pizza', 'Chicken Trio Pizza', 'Crispy Chicken Calzone Pizza', 'Chicken Stuffed Crust Margherita Pizza', 'Pepperoni Pizza', 'Lemon Cilantro Fish Pizza', 'Bell Pepper and Prawns Pizza', 'Penne All Arrabbiata', 'Spaghetti All Arrabbiata', 'Spaghetti Pasta in Makhni Sauce', 'Penne Pasta in Cheese Sauce', 'Spaghetti Pasta in Cheese Sauce', 'Penne Al Pesto Di Basilico', 'Spaghetti Al Pesto Di Basilico', 'Chicken Spaghetti Pasta in Makhni Sauce', 'Chicken Penne All Arrabbiata', 'Chicken Spaghetti All Arrabbiata', 'Chicken Penne Pasta in Cheese Sauce', 'Spaghetti Pasta in Cheese Sauce with Chicken', 'Minced Chicken Lasagne', 'Penne Al Pesto Di Basilico and Chicken', 'Spaghetti Al Pesto Di Basilico and Chicken', 'Mushroom and Ricotta Ravioli All Arrabbiata Sauce', 'Mushroom and Ricotta Ravioli in Cheese Sauce', 'Spinach and Paneer Lasagne', 'Mushroom and Ricotta Ravioli in Basil Pesto Sauce', 'Spaghetti Meat Ball in Arrabbiata Sauce', 'Prawns and Ricotta Ravioli in Cheese Sauce', 'Prawns and Ricotta Ravioli in Basil Pesto Sauce', 'Prawns and Ricotta Ravioli in Arrabbiata Sauce', 'Seasonal Fresh Mango Tart', 'Seasonal Fresh Pineapple Tart', 'Seasonal Fresh Strawberry Tart', 'Seasonal Fresh Kiwi Tart', 'Seasonal Fresh Muskmelon Tart', 'Seasonal Fresh Banana Tart', 'Caramel Walnut Tart', 'Double Chocolate Cake [1 Slice]', 'Orange and Chocolate Cake [1 Slice]', 'Coconut Cheese Cake [1 Slice]', 'Choko Moka Cake [1 Slice]', 'Crostata di Ricotta [1 Slice]', 'Baked Cherry Cheese Cake [1 Slice]', 'Apple & Pear Baked Cheese Cake [1 Slice]', 'Mango Baked Cheese Cake [1 Slice]', 'Cappuccino Mousse', 'Chocolate Mousse', 'White Chocolate and Passion Fruit Mousse', 'Kit Kat Mousse', 'Nutella Chocolate Mousse', 'Tiramisu', 'Sprite [600 ml]']"
3.7/5,131,JP Nagar,Cafe,"Poha, Coffee, Pav Bhaji, Masala Chai, Sattu Paratha, Sandwich","Cafe, Sandwich, North Indian, Beverages, Desserts",400,"['Indian Combo', 'Chilli Cheese Sandwich', 'Poha', 'Paddu', 'Aloo Paratah', 'Indian Combo', 'Masala Pasta', 'Alfredo Pasta', 'Veg Maggi', 'Veg Cheese Maggi', 'Indian Combo', 'Upma', 'Poha', 'Semiya', 'Museli', 'Corn Flakes', 'Masala Oats', 'Akki Roti', 'Atta Dosa', 'Paddu', 'Pongal', 'Ragi Roti', 'Aloo Paratah', 'Methi Paratha', 'Onion Paratah', 'Paneer Paratah', 'Sathu Paratah', 'Green Peas Paratha', 'Masala Pasta', 'Arrabiiata Pasta', 'Alfredo Pasta', 'Veg Paneer Momos', 'Tandoor Momos', 'Veg Steamed Momos', 'Veg Maggi', 'Plain Maggi', 'Mushroom Maggi', 'Veg Cheese Maggi', 'Choco Milkshake', 'Strawberry Milk Shake', 'Mango Milk Shake', 'Kesan Milk Shake', 'Paan Milk Shake', 'Jackfruit Milk Shake', 'Falooda', 'Oreo Milk Shake', 'Oreo Dates Milk Shake', 'Bourbon Milkshake', 'Snickers Milk Shake', 'Dates Milk Shake', 'Coffee Milk Shake', 'Nutella Milk Shake', 'Harshey Milk Shake', 'Guava Milkshake', 'Kesar Badam Milk Shake', 'Rose Milk Shake', 'Mirchi Guava Milk Shake', 'Potpounni Special Milk Shake', 'Buurborn Milk Shake', 'Chocolate Milk Shake', 'Mango Lassi', 'Kesar Lassi', 'Choco Lassi', 'Lichi Lassi', 'Kiwi Lassi', 'Rose Lassi', 'Potpounni Special Lassi', 'Badam Lassi', 'Chocolate Lassi', 'Plain Salted Lassi', 'Plain Sweet Lassi', 'Khichdi with Papad', 'Bread Pakoda', 'Onion Pakoda', 'Bombay Vada Paav', 'Pakkoda Platter', 'Simply Veg Sandwich', 'Chilli Cheese Sandwich', 'Tom Mush Sandwich', 'Chocolate Sandwich', 'Choco Cheese', 'American Corn', 'Paneer Tikka', 'Veg Burger', 'Garlic Bread', 'Garlic Bread Grilled Cheese', 'Bread Jam Cheese', 'Bread Jam Butter', 'Samosa', 'Gobi Pakoda']"
3.7/5,46,JP Nagar,Cafe,"Filter Coffee, Pizza, Pasta","Burger, Cafe, Desserts, Sandwich, Italian",450,"['Veg Supreme Pizza', 'Sandwich Combo', 'Popular Veg Burger Combo', 'Pasta Combo', 'Veg Cheese Sandwich', 'Jumbo Sandwich [2 Layer]', 'Cappuccino with Cookies', 'Sandwich Combo', 'Veg Wrap Combo', 'Popular Veg Burger Combo', 'Pasta Combo', 'Pancake Combo', 'Pizza Combo', 'Waldrof Salad', 'Hawaiian Salad', 'Garden Veg Salad', 'French Fries', 'Potato Wedges', 'Veg Nuggets', 'Potato Pops', 'Garlic Bread', 'Chilly Cheese Toast', 'Cheesy Fiesta Potatoes', 'Fiery Fiesta Potatoes', 'Samosa', 'Onion and Mushroom Wrap', 'Paneer Tikka Wrap', 'Crunchy Veg Wrap', 'Mexicana Wrap', 'Vegetable Wraps', 'Tandoori Paneer Wrap', 'Classic Cheese Quesadilla', 'Choco Cheese Quesadilla', 'Mix Veg Quesadilla', 'Veg Classic Sandwich', 'Mexican Veg Sandwich', 'Paneer Schezwan Sandwich', 'Mushroom and Mayo Sandwich', 'Veg Cheese Sandwich', 'Choco Cheese Sandwich', 'Tandoori Paneer Sandwich', 'Jumbo Sandwich [2 Layer]', 'Popular Veg Burger', 'Herb Chilli Burger', 'Aloo Tikki Burger', 'Veg Paneer Burger', 'Vinaya Coffee Moments Tower Burger [2 Patties]', 'Simply Veg Pizza', 'Margherita Pizza', 'Spicy Veggie Pizza', 'Vegetariana Pizza', 'Golden Corn Pizza', 'Paneer Delight Pizza', 'Chilly Paneer Pizza', 'Veg Supreme Pizza', 'Mexican Pizza', 'Cheese Burst Pizza', 'Paneer Schezwan Pizza', 'Tortilla Pizza', 'Vinaya Coffee Moments Special Pizza', 'Arrabbiata Red Sauce Pasta', 'Indyana White Sauce Pasta', 'Pamevera Pasta', 'Ice Cream [1 Scoop]', 'Red Velvet Lava', 'Choco Lava', 'Expresso Lava', 'Payasam Lava', 'Choco Chip Mug Lava', 'Banana Sundaes', 'Banana Bonkers Smoothie', 'Choco Banana Smoothie', 'Caramel Banana Smoothie', 'Blackcurrant Smoothie', 'Strawberry Smoothie', 'Mango Smoothie', 'Blueberry Smoothie', 'Kiwi Smoothie', 'Green Tea', 'Ginger Tea', 'Lemon Tea', 'Masala Tea', 'Assam Tea', 'Lemon Ice Tea', 'Peach Ice Tea', 'Strawberry Ice Tea', 'Mint Lemon Ice Tea', 'Frappe', 'Choco Frappe', 'Irish Frappe', 'Hazelnut Frappe', 'Almond Frappe', 'Caramel Frappe', 'Espresso Coffee', 'Americano Coffee', 'Cafe Mocha', 'Cappuccino', 'Cafe Latte', 'Irish Cappuccino', 'Hazelnut Cappuccino', 'Vanilla Cappuccino', 'Irish Latte', 'Hazelnut Latte', 'Vanilla Latte', 'Caramel Mocha', 'Vidya Classic Coffee', 'Moment Blend Coffee', 'Chikkamagalur Royal Coffee', 'Mysore Special Coffee', 'Madras Filter Coffee', 'Elachi Gold Coffee', 'Death By Chocolate Sundae', 'Sizzle Brownie Sundae', 'Banana Sundae', 'Hot Chocolate Fudge Sundae', 'Chocolate Brownie Sundae', 'Mocha Fruityz Sundae', 'Dark Knight Brownie Sundae', 'Blue Curacao Mojito', 'Strawberry Mojito', 'Peach Mojito', 'Green Apple Mojito', 'Banana Pancake', 'Dry Fruits Pancake', 'Chocolate Pancake', 'Strawberry Pancake']"
3.4/5,48,JP Nagar,Cafe,"Coffee, Potato Wedges, Tea","Cafe, Fast Food",550,[]
3.7/5,127,JP Nagar,Cafe,"Pizza, Pasta, Bubble Tea, Brownie, Pancakes, Cheesy Garlic Bread, Chocolate Waffles","Cafe, Italian, Desserts",700,"['Belgian Dark Chocolate Mousse Pancake', 'Cheese Garlic Bread', 'Snowy Alps Pizza', 'Veg Arrabiata Roasted Pasta [Regular]', 'Veg Arrabiata Roasted Pasta [1 Bowl]', 'Veg Skytouch Burger', 'Veg New York Omelette Burger', 'Veg Skytouch Burger', 'Vegas Scramble Combo', 'Tuscan Scramble Combo', 'Colorado Veggie Omelette Combo', 'Chicken Fajita Omelette Combo', 'Healthy Garden Salad', 'Manj Zigoli Egg Salad', 'Caesar Chicken Salad', 'Masala Magic Noodles', 'Egg Noodles', 'Veg Manchurian Noodles', 'Veg Schezwan Garlic Noodles', 'Chicken Schezwan Garlic Noodles', 'Margherita Pizza', 'Mountain Bear Pizza', 'Pizza Bianca', 'West Coast Pizza', 'Pizza Mozza', 'Pizza Mozza', 'Snowy Alps Pizza', 'Spice Messo Pizzza', 'Piedmont Park Pizza', 'Manhattan Pizza', 'Skytouch Veggie Pizza', 'Schezwan Paneer Pizza', '7th Phase Pizza', 'Island Teriyaki Chicken Pizza', 'Dragon Chicken Pizza', '3G Chicken Pizza', 'Spicy Chicken Pizza', 'Skytouch Schezwan Chicken Pizza', 'The Chastain Pizza', 'Veg Abruzzi Mostaccioli Pasta [Regular]', 'Veg Primavera Pasta [Regular]', 'Veg Arrabiata Roasted Pasta [Regular]', 'Veg Macaroni and Cheese Pasta [Regular]', 'Veg Alle Pesto Pasta [Regular]', 'Non Veg Abruzzi Mostaccioli Pasta [Regular]', 'Non Veg Primavera Pasta [Regular]', 'Non Veg Arrabbiata Roasted Pasta [Regular]', 'Non Veg Macaroni and Cheese Pasta [Regular]', 'Non Veg Alle Pesto Pasta [Regular]', 'Non Veg Alfredo Pasta [Regular]', 'Veg Abruzzi Mostaccioli Pasta [1 Bowl]', 'Veg Primavera Pasta [1 Bowl]', 'Veg Arrabiata Roasted Pasta [1 Bowl]', 'Veg Macaroni and Cheese Pasta [1 Bowl]', 'Veg Alle Pesto Pasta [1 Bowl]', 'Veg Alfredo Pasta [1 Bowl]', 'Non Veg Abruzzi Mostaccioli Pasta [1 Bowl]', 'Non Veg Primavera Pasta [1 Bowl]', 'Non Veg Arrabbiata Roasted Pasta [1 Bowl]', 'Non Veg Macaroni and Cheese Pasta [1 Bowl]', 'Non Veg Alle Pesto Pasta [1 Bowl]', 'Non Veg Alfredo Pasta [1 Bowl]', 'Cheese Grilled Sandwich', 'Pesto Cheese Sandwich', 'Veg Grilled Sandwich', 'Paneer Bhurji Sandwich', 'Mushroom Cheese Sandwich', 'Omelette Cheese Sandwich', 'Garlic Bread', 'French Fries', 'Potato Wedges', 'Cheese Garlic Bread', 'Hash Brown and Mayo', 'Pesto Garlic Bread', 'Schezwan Garlic Bread', 'Bruschetta', 'Mushroom Spicy Garlic Bread', 'Garlic Roasted Mushrooms', 'Fried Mozzarella', 'Chicken Alfredo Flatbread', 'Cappuccino', 'Americano', 'Caffe Latte', 'Caffe Mocha', 'Hot Chocolate', 'Green Tea', 'Chai Latte', 'Espresso Frappe', 'Choco Mocha Frappe', 'Mocha Frappe', 'Carmel Mocha Frappe', 'Vanilla Bean Frappe', 'Coorg Chip Frappe', 'Oreo Delight', 'Lemon Soda', 'Lemon Ice Tea', 'Green Apple Limonatas', 'Strawberry Limonatas', 'Virgin Mojito', 'Splashberry', 'Tropical Island Twist', 'Coconut Bubble Tea', 'Chocolate Bubble Tea', 'Vanilla Bubble Tea', 'Blueberry Bubble Tea', 'Strawberry Bubble Tea', 'Peach Bubble Tea', 'Mango Bubble Tea', 'Kiwi Bubble Tea', 'Lychee Bubble Tea', 'Coconut Bubble Tea', 'Chocolate Bubble Tea', 'Vanilla Bubble Tea', 'Strawberry Bubble Tea', 'Peach Bubble Tea', 'Mango Bubble Tea', 'Kiwi Bubble Tea', 'Lychee Bubble Tea', 'Banana Boat Smoothie', 'Strawberry Blueberry Smoothie', 'Peanut Butter Banana Smoothie', 'Fruit Fusion Smoothie', 'Coconut Surprise Smoothie', 'Perfect Peach Smoothie', 'Chunky Monkey Smoothie', 'Original Buttermilk Pancake', 'Belgian Dark Chocolate Mousse Pancake', 'English Sticky Toffee Pancake', 'Plain Waffle', 'Cinnamon Waffle', 'Chocolate Waffle', 'Waffle Pyramid', 'Sizzling Brownie', 'Caramel Brownie', 'Hot Fudge Sundae Cake', 'Vanilla Ice Cream', 'Strawberry Ice Cream', 'Mango Ice Cream', 'Caramel Ice Cream', 'Chocolate Ice Cream', 'Coffee Ice Cream', 'Coffee Ice Cream']"
